STARTDATE_EPOCH|STOPDATE_EPOCH|DURATION_MS|STARTDATE|STOPDATE|DURATION|BENCHMARK|DATABASE|SCALE_FACTOR|ENGINE|FILE_FORMAT|QUERY
1454616604|1454617288|684000|2016/02/04:20:10:04|2016/02/04:20:21:28|0h 11m 24s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 12
1454655933|1454655946|13000|2016/02/05:07:05:33|2016/02/05:07:05:46|0h 0m 13s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 1
1454655947|1454656743|796000|2016/02/05:07:05:47|2016/02/05:07:19:03|0h 13m 16s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 2
1454656743|1454657019|276000|2016/02/05:07:19:03|2016/02/05:07:23:39|0h 4m 36s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 6
1454657019|1454657030|11000|2016/02/05:07:23:39|2016/02/05:07:23:50|0h 0m 11s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 7
1454657030|1454657779|749000|2016/02/05:07:23:50|2016/02/05:07:36:19|0h 12m 29s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 10
1454657780|1454658290|510000|2016/02/05:07:36:20|2016/02/05:07:44:50|0h 8m 30s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 12
1454658290|1454658609|319000|2016/02/05:07:44:50|2016/02/05:07:50:09|0h 5m 19s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 13
1454658609|1454658995|386000|2016/02/05:07:50:09|2016/02/05:07:56:35|0h 6m 26s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 14
1454658995|1454659439|444000|2016/02/05:07:56:35|2016/02/05:08:03:59|0h 7m 24s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 15
1454659439|1454659841|402000|2016/02/05:08:03:59|2016/02/05:08:10:41|0h 6m 42s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 16
1454659841|1454660729|888000|2016/02/05:08:10:41|2016/02/05:08:25:29|0h 14m 48s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 19
1454660729|1454661074|345000|2016/02/05:08:25:29|2016/02/05:08:31:14|0h 5m 45s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 22
1454675988|1454677591|1603000|2016/02/05:12:39:48|2016/02/05:13:06:31|0h 26m 43s|tpch|tpch_avro_8sf|8|pig|avro|Query 1
1454677591|1454678183|592000|2016/02/05:13:06:31|2016/02/05:13:16:23|0h 9m 52s|tpch|tpch_avro_8sf|8|pig|avro|Query 2
1454678183|1454678699|516000|2016/02/05:13:16:23|2016/02/05:13:24:59|0h 8m 36s|tpch|tpch_avro_8sf|8|pig|avro|Query 6
1454678699|1454679864|1165000|2016/02/05:13:24:59|2016/02/05:13:44:24|0h 19m 25s|tpch|tpch_avro_8sf|8|pig|avro|Query 7
1454748053|1454749154|1101000|2016/02/06:08:40:53|2016/02/06:08:59:14|0h 18m 21s|tpch|tpch_avro_8sf|8|pig|avro|Query 10
1454749154|1454749925|771000|2016/02/06:08:59:14|2016/02/06:09:12:05|0h 12m 51s|tpch|tpch_avro_8sf|8|pig|avro|Query 12
1454749925|1454750210|285000|2016/02/06:09:12:05|2016/02/06:09:16:50|0h 4m 45s|tpch|tpch_avro_8sf|8|pig|avro|Query 13
1454750210|1454750936|726000|2016/02/06:09:16:50|2016/02/06:09:28:56|0h 12m 6s|tpch|tpch_avro_8sf|8|pig|avro|Query 14
1454750936|1454751780|844000|2016/02/06:09:28:56|2016/02/06:09:43:00|0h 14m 4s|tpch|tpch_avro_8sf|8|pig|avro|Query 15
1454751780|1454752146|366000|2016/02/06:09:43:00|2016/02/06:09:49:06|0h 6m 6s|tpch|tpch_avro_8sf|8|pig|avro|Query 16
1454752146|1454756951|4805000|2016/02/06:09:49:06|2016/02/06:11:09:11|1h 20m 5s|tpch|tpch_avro_8sf|8|pig|avro|Query 19
1454756951|1454756953|2000|2016/02/06:11:09:11|2016/02/06:11:09:13|0h 0m 2s|tpch|tpch_avro_8sf|8|pig|avro|Query 22
1454756985|1454758198|1213000|2016/02/06:11:09:45|2016/02/06:11:29:58|0h 20m 13s|tpch|tpch_avro_8sf|8|pig|avro|Query 19
1454758198|1454758199|1000|2016/02/06:11:29:58|2016/02/06:11:29:59|0h 0m 1s|tpch|tpch_avro_8sf|8|pig|avro|Query 22
1454758754|1454760986|2232000|2016/02/06:11:39:14|2016/02/06:12:16:26|0h 37m 12s|tpch|tpch_avro_8sf|8|pig|avro|Query 19
1454761266|1454761778|512000|2016/02/06:12:21:06|2016/02/06:12:29:38|0h 8m 32s|tpch|tpch_avro_8sf|8|pig|avro|Query 22
1454763796|1454763804|8000|2016/02/06:13:03:16|2016/02/06:13:03:24|0h 0m 8s|tpch|tpch_orc_8sf|8|pig|orc|Query 22
1454763824|1454763835|11000|2016/02/06:13:03:44|2016/02/06:13:03:55|0h 0m 11s|tpch|tpch_orc_8sf|8|pig|orc|Query 1
1454763835|1454764314|479000|2016/02/06:13:03:55|2016/02/06:13:11:54|0h 7m 59s|tpch|tpch_orc_8sf|8|pig|orc|Query 2
1454764314|1454764466|152000|2016/02/06:13:11:54|2016/02/06:13:14:26|0h 2m 32s|tpch|tpch_orc_8sf|8|pig|orc|Query 6
1454764466|1454765023|557000|2016/02/06:13:14:26|2016/02/06:13:23:43|0h 9m 17s|tpch|tpch_orc_8sf|8|pig|orc|Query 7
1454765023|1454765602|579000|2016/02/06:13:23:43|2016/02/06:13:33:22|0h 9m 39s|tpch|tpch_orc_8sf|8|pig|orc|Query 10
1454765602|1454765995|393000|2016/02/06:13:33:22|2016/02/06:13:39:55|0h 6m 33s|tpch|tpch_orc_8sf|8|pig|orc|Query 12
1454765995|1454766302|307000|2016/02/06:13:39:55|2016/02/06:13:45:02|0h 5m 7s|tpch|tpch_orc_8sf|8|pig|orc|Query 13
1454766302|1454766583|281000|2016/02/06:13:45:02|2016/02/06:13:49:43|0h 4m 41s|tpch|tpch_orc_8sf|8|pig|orc|Query 14
1454766583|1454766910|327000|2016/02/06:13:49:43|2016/02/06:13:55:10|0h 5m 27s|tpch|tpch_orc_8sf|8|pig|orc|Query 15
1454766910|1454781561|14651000|2016/02/06:13:55:10|2016/02/06:17:59:21|4h 4m 11s|tpch|tpch_orc_8sf|8|pig|orc|Query 16
1454781481|1454782593|1112000|2016/02/06:17:58:01|2016/02/06:18:16:33|0h 18m 32s|tpch|tpch_orc_8sf|8|pig|orc|Query 16
1454782593|1454783396|803000|2016/02/06:18:16:33|2016/02/06:18:29:56|0h 13m 23s|tpch|tpch_orc_8sf|8|pig|orc|Query 19
1454783396|1454783694|298000|2016/02/06:18:29:56|2016/02/06:18:34:54|0h 4m 58s|tpch|tpch_orc_8sf|8|pig|orc|Query 22
1454783825|1454784284|459000|2016/02/06:18:37:05|2016/02/06:18:44:44|0h 7m 39s|tpch|tpch_orc_8sf|8|pig|orc|Query 16
1454836128|1454836138|10000|2016/02/07:09:08:48|2016/02/07:09:08:58|0h 0m 10s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 1
1454836138|1454836159|21000|2016/02/07:09:08:58|2016/02/07:09:09:19|0h 0m 21s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 2
1454836159|1454836173|14000|2016/02/07:09:09:19|2016/02/07:09:09:33|0h 0m 14s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 6
1454836173|1454836185|12000|2016/02/07:09:09:33|2016/02/07:09:09:45|0h 0m 12s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 7
1454836185|1454836194|9000|2016/02/07:09:09:45|2016/02/07:09:09:54|0h 0m 9s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 10
1454836194|1454836205|11000|2016/02/07:09:09:54|2016/02/07:09:10:05|0h 0m 11s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 12
1454836205|1454836221|16000|2016/02/07:09:10:05|2016/02/07:09:10:21|0h 0m 16s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 13
1454836221|1454836235|14000|2016/02/07:09:10:21|2016/02/07:09:10:35|0h 0m 14s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 14
1454836235|1454836238|3000|2016/02/07:09:10:35|2016/02/07:09:10:38|0h 0m 3s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 15
1454836277|1454836289|12000|2016/02/07:09:11:17|2016/02/07:09:11:29|0h 0m 12s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 1
1454836289|1454836332|43000|2016/02/07:09:11:29|2016/02/07:09:12:12|0h 0m 43s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 2
1454836339|1454836353|14000|2016/02/07:09:12:19|2016/02/07:09:12:33|0h 0m 14s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 1
1454836353|1454836930|577000|2016/02/07:09:12:33|2016/02/07:09:22:10|0h 9m 37s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 2
1454836930|1454837078|148000|2016/02/07:09:22:10|2016/02/07:09:24:38|0h 2m 28s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 6
1454837078|1454837088|10000|2016/02/07:09:24:38|2016/02/07:09:24:48|0h 0m 10s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 7
1454837088|1454837526|438000|2016/02/07:09:24:48|2016/02/07:09:32:06|0h 7m 18s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 10
1454837526|1454837802|276000|2016/02/07:09:32:06|2016/02/07:09:36:42|0h 4m 36s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 12
1454837802|1454838018|216000|2016/02/07:09:36:42|2016/02/07:09:40:18|0h 3m 36s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 13
1454838018|1454838223|205000|2016/02/07:09:40:18|2016/02/07:09:43:43|0h 3m 25s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 14
1454838223|1454838506|283000|2016/02/07:09:43:43|2016/02/07:09:48:26|0h 4m 43s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 15
1454838506|1454838759|253000|2016/02/07:09:48:26|2016/02/07:09:52:39|0h 4m 13s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 16
1454838759|1454839188|429000|2016/02/07:09:52:39|2016/02/07:09:59:48|0h 7m 9s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 19
1454839188|1454839427|239000|2016/02/07:09:59:48|2016/02/07:10:03:47|0h 3m 59s|tpch|tpch_parquet_4sf|4|pig|parquet|Query 22
1454850104|1454850113|9000|2016/02/07:13:01:44|2016/02/07:13:01:53|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1454850113|1454850466|353000|2016/02/07:13:01:53|2016/02/07:13:07:46|0h 5m 53s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1454850466|1454850557|91000|2016/02/07:13:07:46|2016/02/07:13:09:17|0h 1m 31s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1454850557|1454850569|12000|2016/02/07:13:09:17|2016/02/07:13:09:29|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1454850569|1454850884|315000|2016/02/07:13:09:29|2016/02/07:13:14:44|0h 5m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1454850884|1454851116|232000|2016/02/07:13:14:44|2016/02/07:13:18:36|0h 3m 52s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1454851116|1454851297|181000|2016/02/07:13:18:36|2016/02/07:13:21:37|0h 3m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1454851297|1454851465|168000|2016/02/07:13:21:37|2016/02/07:13:24:25|0h 2m 48s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1454851465|1454851692|227000|2016/02/07:13:24:25|2016/02/07:13:28:12|0h 3m 47s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1454851692|1454851897|205000|2016/02/07:13:28:12|2016/02/07:13:31:37|0h 3m 25s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1454851897|1454852176|279000|2016/02/07:13:31:37|2016/02/07:13:36:16|0h 4m 39s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1454852176|1454852388|212000|2016/02/07:13:36:16|2016/02/07:13:39:48|0h 3m 32s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1454853937|1454853946|9000|2016/02/07:14:05:37|2016/02/07:14:05:46|0h 0m 9s|tpch|tpch_orc_4sf|4|pig|orc|Query 1
1454853946|1454854306|360000|2016/02/07:14:05:46|2016/02/07:14:11:46|0h 6m 0s|tpch|tpch_orc_4sf|4|pig|orc|Query 2
1454854306|1454854405|99000|2016/02/07:14:11:46|2016/02/07:14:13:25|0h 1m 39s|tpch|tpch_orc_4sf|4|pig|orc|Query 6
1454854405|1454854790|385000|2016/02/07:14:13:25|2016/02/07:14:19:50|0h 6m 25s|tpch|tpch_orc_4sf|4|pig|orc|Query 7
1454854790|1454855165|375000|2016/02/07:14:19:50|2016/02/07:14:26:05|0h 6m 15s|tpch|tpch_orc_4sf|4|pig|orc|Query 10
1454855165|1454855422|257000|2016/02/07:14:26:05|2016/02/07:14:30:22|0h 4m 17s|tpch|tpch_orc_4sf|4|pig|orc|Query 12
1454855422|1454855621|199000|2016/02/07:14:30:22|2016/02/07:14:33:41|0h 3m 19s|tpch|tpch_orc_4sf|4|pig|orc|Query 13
1454855621|1454855808|187000|2016/02/07:14:33:41|2016/02/07:14:36:48|0h 3m 7s|tpch|tpch_orc_4sf|4|pig|orc|Query 14
1454855808|1454856059|251000|2016/02/07:14:36:48|2016/02/07:14:40:59|0h 4m 11s|tpch|tpch_orc_4sf|4|pig|orc|Query 15
1454856059|1454856315|256000|2016/02/07:14:40:59|2016/02/07:14:45:15|0h 4m 16s|tpch|tpch_orc_4sf|4|pig|orc|Query 16
1454856315|1454856744|429000|2016/02/07:14:45:15|2016/02/07:14:52:24|0h 7m 9s|tpch|tpch_orc_4sf|4|pig|orc|Query 19
1454856744|1454856975|231000|2016/02/07:14:52:24|2016/02/07:14:56:15|0h 3m 51s|tpch|tpch_orc_4sf|4|pig|orc|Query 22
1454860771|1454860780|9000|2016/02/07:15:59:31|2016/02/07:15:59:40|0h 0m 9s|tpch|tpch_orc_8sf|8|pig|orc|Query 1
1454860780|1454861203|423000|2016/02/07:15:59:40|2016/02/07:16:06:43|0h 7m 3s|tpch|tpch_orc_8sf|8|pig|orc|Query 2
1454861203|1454861359|156000|2016/02/07:16:06:43|2016/02/07:16:09:19|0h 2m 36s|tpch|tpch_orc_8sf|8|pig|orc|Query 6
1454861359|1454861857|498000|2016/02/07:16:09:19|2016/02/07:16:17:37|0h 8m 18s|tpch|tpch_orc_8sf|8|pig|orc|Query 7
1454861857|1454862385|528000|2016/02/07:16:17:37|2016/02/07:16:26:25|0h 8m 48s|tpch|tpch_orc_8sf|8|pig|orc|Query 10
1454862385|1454862737|352000|2016/02/07:16:26:25|2016/02/07:16:32:17|0h 5m 52s|tpch|tpch_orc_8sf|8|pig|orc|Query 12
1454862737|1454862988|251000|2016/02/07:16:32:17|2016/02/07:16:36:28|0h 4m 11s|tpch|tpch_orc_8sf|8|pig|orc|Query 13
1454862988|1454863248|260000|2016/02/07:16:36:28|2016/02/07:16:40:48|0h 4m 20s|tpch|tpch_orc_8sf|8|pig|orc|Query 14
1454863248|1454863546|298000|2016/02/07:16:40:48|2016/02/07:16:45:46|0h 4m 58s|tpch|tpch_orc_8sf|8|pig|orc|Query 15
1454863546|1454863849|303000|2016/02/07:16:45:46|2016/02/07:16:50:49|0h 5m 3s|tpch|tpch_orc_8sf|8|pig|orc|Query 16
1454863849|1454864513|664000|2016/02/07:16:50:49|2016/02/07:17:01:53|0h 11m 4s|tpch|tpch_orc_8sf|8|pig|orc|Query 19
1454864513|1454864803|290000|2016/02/07:17:01:53|2016/02/07:17:06:43|0h 4m 50s|tpch|tpch_orc_8sf|8|pig|orc|Query 22
1454867146|1454867156|10000|2016/02/07:17:45:46|2016/02/07:17:45:56|0h 0m 10s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 1
1454867156|1454867633|477000|2016/02/07:17:45:56|2016/02/07:17:53:53|0h 7m 57s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 2
1454867633|1454867863|230000|2016/02/07:17:53:53|2016/02/07:17:57:43|0h 3m 50s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 6
1454867863|1454867874|11000|2016/02/07:17:57:43|2016/02/07:17:57:54|0h 0m 11s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 7
1454867874|1454868521|647000|2016/02/07:17:57:54|2016/02/07:18:08:41|0h 10m 47s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 10
1454868521|1454869011|490000|2016/02/07:18:08:41|2016/02/07:18:16:51|0h 8m 10s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 12
1454869011|1454869309|298000|2016/02/07:18:16:51|2016/02/07:18:21:49|0h 4m 58s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 13
1454869309|1454869646|337000|2016/02/07:18:21:49|2016/02/07:18:27:26|0h 5m 37s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 14
1454869646|1454870018|372000|2016/02/07:18:27:26|2016/02/07:18:33:38|0h 6m 12s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 15
1454870018|1454870363|345000|2016/02/07:18:33:38|2016/02/07:18:39:23|0h 5m 45s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 16
1454870363|1454873455|3092000|2016/02/07:18:39:23|2016/02/07:19:30:55|0h 51m 32s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 19
1454873455|1454873457|2000|2016/02/07:19:30:55|2016/02/07:19:30:57|0h 0m 2s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 22
1454873478|1454873793|315000|2016/02/07:19:31:18|2016/02/07:19:36:33|0h 5m 15s|tpch|tpch_parquet_8sf|8|pig|parquet|Query 22
